Dataset,Feature_Noise,Label_Noise,Model,k,weights,max_depth,min_samples_split,C,max_iter,Train Acc,Test Acc
breast_cancer,Clean,0%,DecisionTree-gini,,,7.0,5.0,,,0.9956043956043956,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,7.0,5.0,,,0.9978021978021978,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,7.0,10.0,,,0.989010989010989,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,7.0,10.0,,,0.9824175824175824,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,7.0,20.0,,,0.978021978021978,0.9385964912280702
breast_cancer,Clean,0%,DecisionTree-entropy,,,7.0,20.0,,,0.967032967032967,0.9473684210526315
breast_cancer,Clean,0%,DecisionTree-gini,,,10.0,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-entropy,,,10.0,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,10.0,5.0,,,0.9956043956043956,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,10.0,5.0,,,0.9978021978021978,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,10.0,10.0,,,0.989010989010989,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,10.0,10.0,,,0.9824175824175824,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,10.0,20.0,,,0.978021978021978,0.9385964912280702
breast_cancer,Clean,0%,DecisionTree-entropy,,,10.0,20.0,,,0.967032967032967,0.9473684210526315
breast_cancer,Clean,0%,DecisionTree-gini,,,15.0,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-entropy,,,15.0,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,15.0,5.0,,,0.9956043956043956,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,15.0,5.0,,,0.9978021978021978,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,15.0,10.0,,,0.989010989010989,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,15.0,10.0,,,0.9824175824175824,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,15.0,20.0,,,0.978021978021978,0.9385964912280702
breast_cancer,Clean,0%,DecisionTree-entropy,,,15.0,20.0,,,0.967032967032967,0.9473684210526315
breast_cancer,Clean,0%,DecisionTree-gini,,,20.0,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-entropy,,,20.0,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,20.0,5.0,,,0.9956043956043956,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,20.0,5.0,,,0.9978021978021978,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,20.0,10.0,,,0.989010989010989,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,20.0,10.0,,,0.9824175824175824,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,20.0,20.0,,,0.978021978021978,0.9385964912280702
breast_cancer,Clean,0%,DecisionTree-entropy,,,20.0,20.0,,,0.967032967032967,0.9473684210526315
breast_cancer,Clean,0%,DecisionTree-gini,,,,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-entropy,,,,2.0,,,1.0,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,,5.0,,,0.9956043956043956,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,,5.0,,,0.9978021978021978,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,,10.0,,,0.989010989010989,0.9035087719298246
breast_cancer,Clean,0%,DecisionTree-entropy,,,,10.0,,,0.9824175824175824,0.9122807017543859
breast_cancer,Clean,0%,DecisionTree-gini,,,,20.0,,,0.978021978021978,0.9385964912280702
breast_cancer,Clean,0%,DecisionTree-entropy,,,,20.0,,,0.967032967032967,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.001,100.0,0.8879120879120879,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.001,100.0,0.37362637362637363,0.3684210526315789
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.001,200.0,0.8879120879120879,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.001,200.0,0.37362637362637363,0.3684210526315789
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.001,500.0,0.8879120879120879,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.001,500.0,0.37362637362637363,0.3684210526315789
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.001,1000.0,0.8879120879120879,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.001,1000.0,0.37362637362637363,0.3684210526315789
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.01,100.0,0.9560439560439561,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.01,100.0,0.9296703296703297,0.8947368421052632
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.01,200.0,0.9560439560439561,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.01,200.0,0.9296703296703297,0.8947368421052632
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.01,500.0,0.9560439560439561,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.01,500.0,0.9296703296703297,0.8947368421052632
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.01,1000.0,0.9560439560439561,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.01,1000.0,0.9296703296703297,0.8947368421052632
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.1,100.0,0.9868131868131869,0.9736842105263158
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.1,100.0,0.9846153846153847,0.956140350877193
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.1,200.0,0.9868131868131869,0.9736842105263158
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.1,200.0,0.9846153846153847,0.956140350877193
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.1,500.0,0.9868131868131869,0.9736842105263158
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.1,500.0,0.9846153846153847,0.956140350877193
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,0.1,1000.0,0.9868131868131869,0.9736842105263158
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,0.1,1000.0,0.9846153846153847,0.956140350877193
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1.0,100.0,0.989010989010989,0.9824561403508771
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1.0,100.0,0.989010989010989,0.9912280701754386
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1.0,200.0,0.989010989010989,0.9824561403508771
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1.0,200.0,0.989010989010989,0.9912280701754386
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1.0,500.0,0.989010989010989,0.9824561403508771
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1.0,500.0,0.989010989010989,0.9912280701754386
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1.0,1000.0,0.989010989010989,0.9824561403508771
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1.0,1000.0,0.989010989010989,0.9912280701754386
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10.0,100.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10.0,100.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10.0,200.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10.0,200.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10.0,500.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10.0,500.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10.0,1000.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10.0,1000.0,0.9912087912087912,0.9649122807017544
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,100.0,100.0,0.9934065934065934,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,100.0,100.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,100.0,200.0,0.9934065934065934,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,100.0,200.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,100.0,500.0,0.9934065934065934,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,100.0,500.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,100.0,1000.0,0.9934065934065934,0.9473684210526315
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,100.0,1000.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1000.0,100.0,0.9956043956043956,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1000.0,100.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1000.0,200.0,0.9956043956043956,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1000.0,200.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1000.0,500.0,0.9956043956043956,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1000.0,500.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,1000.0,1000.0,0.9956043956043956,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,1000.0,1000.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10000.0,100.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10000.0,100.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10000.0,200.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10000.0,200.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10000.0,500.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10000.0,500.0,1.0,0.9385964912280702
breast_cancer,Clean,0%,LogisticRegression-l2,,,,,10000.0,1000.0,1.0,0.9298245614035088
breast_cancer,Clean,0%,LogisticRegression-l1,,,,,10000.0,1000.0,1.0,0.9385964912280702
breast_cancer,Clean,5%,KNN,3.0,uniform,,,,,0.9384615384615385,0.8859649122807017
breast_cancer,Clean,5%,KNN,3.0,distance,,,,,1.0,0.8859649122807017
breast_cancer,Clean,5%,KNN,5.0,uniform,,,,,0.9362637362637363,0.8771929824561403
breast_cancer,Clean,5%,KNN,5.0,distance,,,,,1.0,0.8771929824561403
breast_cancer,Clean,5%,KNN,7.0,uniform,,,,,0.9318681318681319,0.8947368421052632
breast_cancer,Clean,5%,KNN,7.0,distance,,,,,1.0,0.8947368421052632
breast_cancer,Clean,5%,KNN,10.0,uniform,,,,,0.9296703296703297,0.8771929824561403
breast_cancer,Clean,5%,KNN,10.0,distance,,,,,1.0,0.8771929824561403
breast_cancer,Clean,5%,KNN,15.0,uniform,,,,,0.9296703296703297,0.8947368421052632
breast_cancer,Clean,5%,KNN,15.0,distance,,,,,1.0,0.8947368421052632
breast_cancer,Clean,5%,KNN,20.0,uniform,,,,,0.9252747252747253,0.8947368421052632
breast_cancer,Clean,5%,KNN,20.0,distance,,,,,1.0,0.8947368421052632
breast_cancer,Clean,5%,DecisionTree-gini,,,3.0,2.0,,,0.9230769230769231,0.868421052631579
breast_cancer,Clean,5%,DecisionTree-entropy,,,3.0,2.0,,,0.9230769230769231,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-gini,,,3.0,5.0,,,0.9230769230769231,0.868421052631579
breast_cancer,Clean,5%,DecisionTree-entropy,,,3.0,5.0,,,0.9230769230769231,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-gini,,,3.0,10.0,,,0.9142857142857143,0.868421052631579
breast_cancer,Clean,5%,DecisionTree-entropy,,,3.0,10.0,,,0.9230769230769231,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-gini,,,3.0,20.0,,,0.9120879120879121,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-entropy,,,3.0,20.0,,,0.9230769230769231,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-gini,,,5.0,2.0,,,0.9516483516483516,0.8771929824561403
breast_cancer,Clean,5%,DecisionTree-entropy,,,5.0,2.0,,,0.9648351648351648,0.8947368421052632
breast_cancer,Clean,5%,DecisionTree-gini,,,5.0,5.0,,,0.9494505494505494,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-entropy,,,5.0,5.0,,,0.9582417582417583,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-gini,,,5.0,10.0,,,0.9362637362637363,0.8771929824561403
breast_cancer,Clean,5%,DecisionTree-entropy,,,5.0,10.0,,,0.9582417582417583,0.8859649122807017
breast_cancer,Clean,5%,DecisionTree-gini,,,5.0,20.0,,,0.9296703296703297,0.8771929824561403
breast_cancer,Clean,5%,DecisionTree-entropy,,,5.0,20.0,,,0.9428571428571428,0.9035087719298246
breast_cancer,Clean,5%,DecisionTree-gini,,,7.0,2.0,,,0.9802197802197802,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-entropy,,,7.0,2.0,,,0.9824175824175824,0.8245614035087719
breast_cancer,Clean,5%,DecisionTree-gini,,,7.0,5.0,,,0.967032967032967,0.8508771929824561
breast_cancer,Clean,5%,DecisionTree-entropy,,,7.0,5.0,,,0.9736263736263736,0.8421052631578947
breast_cancer,Clean,5%,DecisionTree-gini,,,7.0,10.0,,,0.9472527472527472,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-entropy,,,7.0,10.0,,,0.967032967032967,0.868421052631579
breast_cancer,Clean,5%,DecisionTree-gini,,,7.0,20.0,,,0.9318681318681319,0.8508771929824561
breast_cancer,Clean,5%,DecisionTree-entropy,,,7.0,20.0,,,0.9428571428571428,0.9035087719298246
breast_cancer,Clean,5%,DecisionTree-gini,,,10.0,2.0,,,1.0,0.8157894736842105
breast_cancer,Clean,5%,DecisionTree-entropy,,,10.0,2.0,,,1.0,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,10.0,5.0,,,0.978021978021978,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,10.0,5.0,,,0.9912087912087912,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,10.0,10.0,,,0.9582417582417583,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,10.0,10.0,,,0.967032967032967,0.8596491228070176
breast_cancer,Clean,5%,DecisionTree-gini,,,10.0,20.0,,,0.9362637362637363,0.8245614035087719
breast_cancer,Clean,5%,DecisionTree-entropy,,,10.0,20.0,,,0.9428571428571428,0.9035087719298246
breast_cancer,Clean,5%,DecisionTree-gini,,,15.0,2.0,,,1.0,0.8157894736842105
breast_cancer,Clean,5%,DecisionTree-entropy,,,15.0,2.0,,,1.0,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,15.0,5.0,,,0.978021978021978,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,15.0,5.0,,,0.9912087912087912,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,15.0,10.0,,,0.9582417582417583,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,15.0,10.0,,,0.967032967032967,0.8596491228070176
breast_cancer,Clean,5%,DecisionTree-gini,,,15.0,20.0,,,0.9362637362637363,0.8245614035087719
breast_cancer,Clean,5%,DecisionTree-entropy,,,15.0,20.0,,,0.9428571428571428,0.9035087719298246
breast_cancer,Clean,5%,DecisionTree-gini,,,20.0,2.0,,,1.0,0.8157894736842105
breast_cancer,Clean,5%,DecisionTree-entropy,,,20.0,2.0,,,1.0,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,20.0,5.0,,,0.978021978021978,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,20.0,5.0,,,0.9912087912087912,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,20.0,10.0,,,0.9582417582417583,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,20.0,10.0,,,0.967032967032967,0.8596491228070176
breast_cancer,Clean,5%,DecisionTree-gini,,,20.0,20.0,,,0.9362637362637363,0.8245614035087719
breast_cancer,Clean,5%,DecisionTree-entropy,,,20.0,20.0,,,0.9428571428571428,0.9035087719298246
breast_cancer,Clean,5%,DecisionTree-gini,,,,2.0,,,1.0,0.8157894736842105
breast_cancer,Clean,5%,DecisionTree-entropy,,,,2.0,,,1.0,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,,5.0,,,0.978021978021978,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,,5.0,,,0.9912087912087912,0.8333333333333334
breast_cancer,Clean,5%,DecisionTree-gini,,,,10.0,,,0.9582417582417583,0.7982456140350878
breast_cancer,Clean,5%,DecisionTree-entropy,,,,10.0,,,0.967032967032967,0.8596491228070176
breast_cancer,Clean,5%,DecisionTree-gini,,,,20.0,,,0.9362637362637363,0.8245614035087719
breast_cancer,Clean,5%,DecisionTree-entropy,,,,20.0,,,0.9428571428571428,0.9035087719298246
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.001,100.0,0.8681318681318682,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.001,100.0,0.4,0.40350877192982454
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.001,200.0,0.8681318681318682,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.001,200.0,0.4,0.40350877192982454
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.001,500.0,0.8681318681318682,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.001,500.0,0.4,0.40350877192982454
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.001,1000.0,0.8681318681318682,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.001,1000.0,0.4,0.40350877192982454
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.01,100.0,0.9164835164835164,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.01,100.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.01,200.0,0.9164835164835164,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.01,200.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.01,500.0,0.9164835164835164,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.01,500.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.01,1000.0,0.9164835164835164,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.01,1000.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.1,100.0,0.9406593406593406,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.1,100.0,0.9362637362637363,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.1,200.0,0.9406593406593406,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.1,200.0,0.9362637362637363,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.1,500.0,0.9406593406593406,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.1,500.0,0.9362637362637363,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,0.1,1000.0,0.9406593406593406,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,0.1,1000.0,0.9362637362637363,0.8947368421052632
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1.0,100.0,0.9406593406593406,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1.0,100.0,0.9384615384615385,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1.0,200.0,0.9406593406593406,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1.0,200.0,0.9384615384615385,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1.0,500.0,0.9406593406593406,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1.0,500.0,0.9384615384615385,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1.0,1000.0,0.9406593406593406,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1.0,1000.0,0.9384615384615385,0.8771929824561403
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10.0,100.0,0.9428571428571428,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10.0,100.0,0.945054945054945,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10.0,200.0,0.9428571428571428,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10.0,200.0,0.945054945054945,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10.0,500.0,0.9428571428571428,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10.0,500.0,0.945054945054945,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10.0,1000.0,0.9428571428571428,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10.0,1000.0,0.945054945054945,0.8596491228070176
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,100.0,100.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,100.0,100.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,100.0,200.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,100.0,200.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,100.0,500.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,100.0,500.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,100.0,1000.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,100.0,1000.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1000.0,100.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1000.0,100.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1000.0,200.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1000.0,200.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1000.0,500.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1000.0,500.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,1000.0,1000.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,1000.0,1000.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10000.0,100.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10000.0,100.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10000.0,200.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10000.0,200.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10000.0,500.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10000.0,500.0,0.945054945054945,0.8508771929824561
